a	b	purityCorrection	estimate	pvalue	corr.pvalue	isSignificant
DistCentroid	Angiogenesis	0	0.00273502473130062	0.563503559920588	0.951027547864821	0
DistCentroid	Apoptosis	0	-0.00610298368638766	0.0782577941610145	0.780316191143421	0
DistCentroid	Cell_Cycle	1	0.00713826694232014	0.491703647063064	0.951027547864821	0
DistCentroid	Differentiation	0	-0.00276261816897501	0.268589189929522	0.780316191143421	0
DistCentroid	DNA_damage	1	-0.000268344776588374	0.951027547864821	0.951027547864821	0
DistCentroid	DNA_repair	1	0.000568857041402454	0.913556213564781	0.951027547864821	0
DistCentroid	EMT	1	0.00227852094040503	0.689464558102056	0.951027547864821	0
DistCentroid	Hypoxia	0	-0.00273078246164639	0.826288232874984	0.951027547864821	0
DistCentroid	Inflammation	0	-0.0098277505312612	0.247462341153644	0.780316191143421	0
DistCentroid	Invasion	1	0.00315522179228084	0.574531252332328	0.951027547864821	0
DistCentroid	Metastasis	1	-0.0011524264875321	0.820841635800955	0.951027547864821	0
DistCentroid	Proliferation	1	-0.00330667871971149	0.278684353979793	0.780316191143421	0
DistCentroid	Quiescence	0	-0.00735531363558059	0.222474751597028	0.780316191143421	0
DistCentroid	Stemness	1	-0.000432176979847053	0.766660549359896	0.951027547864821	0
DistPeriph	Angiogenesis	0	0.00842325234298433	0.465890088548378	0.6767245022635	0
DistPeriph	Apoptosis	0	0.0091428863776884	0.27476118263431	0.6767245022635	0
DistPeriph	Cell_Cycle	1	-0.0316283476764668	0.197286248857115	0.6767245022635	0
DistPeriph	Differentiation	0	0.00899074382514464	0.138935694813968	0.6767245022635	0
DistPeriph	DNA_damage	1	-0.00827299551548814	0.425031922968821	0.6767245022635	0
DistPeriph	DNA_repair	1	-0.00790854321114931	0.528483776292056	0.6767245022635	0
DistPeriph	EMT	1	0.00776444784770398	0.573381643445502	0.6767245022635	0
DistPeriph	Hypoxia	0	0.0100952253572825	0.736187245179962	0.760899489099306	0
DistPeriph	Inflammation	0	0.01605229324802	0.428865363946166	0.6767245022635	0
DistPeriph	Invasion	1	0.00756187815989885	0.580049573368715	0.6767245022635	0
DistPeriph	Metastasis	1	0.00934874952402265	0.4416901217199	0.6767245022635	0
DistPeriph	Proliferation	1	0.00482296032171007	0.513766237368742	0.6767245022635	0
DistPeriph	Quiescence	0	0.00441521645014913	0.760899489099306	0.760899489099306	0
DistPeriph	Stemness	1	-0.00264872888160598	0.441362080910294	0.6767245022635	0
DistVR	Angiogenesis	0	0.00424238145087928	0.284294488655812	0.680548261373734	0
DistVR	Apoptosis	0	-0.00699226368200063	0.027543479823364	0.192804358763548	0
DistVR	Cell_Cycle	1	0.0165055165285661	0.0850827798723558	0.39705297273766	0
DistVR	Differentiation	0	6.65346169347017e-05	0.976072029940396	0.976088832126389	0
DistVR	DNA_damage	1	0.00486019023720718	0.229440634020184	0.680548261373734	0
DistVR	DNA_repair	1	0.00490451821663455	0.307417146701176	0.680548261373734	0
DistVR	EMT	1	0.00132324770590535	0.795332577027672	0.976088832126389	0
DistVR	Hypoxia	0	-0.00170076556606496	0.879108123752275	0.976088832126389	0
DistVR	Inflammation	0	-0.0060468971706019	0.444677611943734	0.778185820901534	0
DistVR	Invasion	1	-0.00206369405378123	0.677610704894539	0.976088832126389	0
DistVR	Metastasis	1	-0.000591886634591652	0.89995642327755	0.976088832126389	0
DistVR	Proliferation	1	-8.33373478747932e-05	0.976088832126389	0.976088832126389	0
DistVR	Quiescence	0	-0.00525882894974429	0.340274130686867	0.680548261373734	0
DistVR	Stemness	1	0.00306551460656571	0.0217633943291966	0.192804358763548	0
