,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,foreground_genes
3708,GO:0007275,1.23556318712873e-12,1,65,4496,multicellular organism development,BP,ARX;CRLF1;USH1C;SCIN;LTF;CLDN11;ZIC2;DSG2;EYA2;FGFR3;CAMK2A;CDH19;DCX;SOX10;FA2H;SLC17A7;MAG;CAV2;AHR;EFNB3;BVES;COL9A1;OTX1;CHD5;PPL;TRIM67;GJB6;PACSIN1;MYRF;PRKCG;PCDH8;GPNMB;ENPP2;MOG;ST8SIA2;HAPLN1;EGFR;GFRA1;GRID2;SPOCK1;GJA1;NRGN;ACAN;DMTN;EDIL3;CSMD3;CTHRC1;LMO1;SCN9A;GJB1;IRX2;SGCD;NPTX1;KNDC1;DMRT2;UGT8;GPC6;CNTN2;SLITRK2;CCK;HAPLN4;APOD;MYT1;MBP;SMOC1
13195,GO:0048731,1.36161031562746e-12,1,61,3992,system development,BP,ARX;CRLF1;USH1C;SCIN;LTF;CLDN11;ZIC2;DSG2;FGFR3;CAMK2A;DCX;SOX10;FA2H;SLC17A7;MAG;CAV2;AHR;EFNB3;BVES;COL9A1;OTX1;CHD5;PPL;TRIM67;GJB6;PACSIN1;MYRF;PRKCG;PCDH8;GPNMB;ENPP2;MOG;ST8SIA2;HAPLN1;EGFR;GFRA1;GRID2;SPOCK1;GJA1;NRGN;ACAN;DMTN;CSMD3;CTHRC1;LMO1;GJB1;IRX2;SGCD;NPTX1;KNDC1;DMRT2;UGT8;GPC6;CNTN2;SLITRK2;CCK;HAPLN4;APOD;MYT1;MBP;SMOC1
13255,GO:0048856,1.72455075914381e-11,1,66,4897,anatomical structure development,BP,ARX;CRLF1;USH1C;SCIN;LTF;CLDN11;ZIC2;DSG2;EYA2;FGFR3;CAMK2A;CDH19;DCX;SOX10;FA2H;SLC17A7;MAG;CAV2;AHR;EFNB3;BVES;COL9A1;OTX1;CHD5;PPL;TRIM67;GJB6;PACSIN1;MYRF;PRKCG;PCDH8;GPNMB;ENPP2;MOG;ST8SIA2;FBN3;HAPLN1;EGFR;GFRA1;GRID2;SPOCK1;GJA1;NRGN;ACAN;DMTN;EDIL3;CSMD3;CTHRC1;LMO1;SCN9A;GJB1;IRX2;SGCD;NPTX1;KNDC1;DMRT2;UGT8;GPC6;CNTN2;SLITRK2;CCK;HAPLN4;APOD;MYT1;MBP;SMOC1
3748,GO:0007399,1.46673453449669e-10,0.999999999971625,41,2088,nervous system development,BP,ARX;USH1C;CLDN11;ZIC2;CAMK2A;DCX;SOX10;FA2H;SLC17A7;MAG;EFNB3;OTX1;CHD5;TRIM67;PACSIN1;MYRF;PRKCG;PCDH8;MOG;ST8SIA2;HAPLN1;EGFR;GFRA1;GRID2;SPOCK1;GJA1;NRGN;ACAN;CSMD3;CTHRC1;GJB1;NPTX1;KNDC1;UGT8;CNTN2;SLITRK2;CCK;HAPLN4;APOD;MYT1;MBP
8459,GO:0032502,1.51777032798943e-10,0.999999999968075,67,5253,developmental process,BP,ARX;CRLF1;USH1C;SCIN;LTF;CLDN11;ZIC2;DSG2;EYA2;FGFR3;CAMK2A;CDH19;DCX;SOX10;FA2H;SLC17A7;MAG;CAV2;AHR;EFNB3;BVES;COL9A1;OTX1;CHD5;PPL;TRIM67;GJB6;PACSIN1;MYRF;PRKCG;PCDH8;GPNMB;ENPP2;MOG;ST8SIA2;FBN3;HAPLN1;EGFR;GFRA1;GRID2;SPOCK1;GJA1;NRGN;ACAN;DMTN;EDIL3;CSMD3;CTHRC1;LMO1;SCN9A;GJB1;IRX2;SGCD;NPTX1;KNDC1;DMRT2;UGT8;GPC6;CNTN2;PRAME;SLITRK2;CCK;HAPLN4;APOD;MYT1;MBP;SMOC1
3759,GO:0007417,5.04800179835444e-09,0.999999999038359,24,870,central nervous system development,BP,ARX;ZIC2;DCX;SOX10;FA2H;SLC17A7;MAG;OTX1;CHD5;MYRF;MOG;HAPLN1;EGFR;GRID2;SPOCK1;NRGN;ACAN;NPTX1;KNDC1;UGT8;CNTN2;HAPLN4;APOD;MBP
8458,GO:0032501,6.67142954149779e-09,0.999999998042347,68,5878,multicellular organismal process,BP,ARX;CRLF1;USH1C;SCIN;NOS2;LTF;CLDN11;ZIC2;DSG2;EYA2;FGFR3;CAMK2A;CDH19;CACNG4;DCX;SOX10;FA2H;SLC17A7;MAG;CAV2;AHR;EFNB3;BVES;COL9A1;OTX1;CHD5;PPL;TRIM67;GJB6;PACSIN1;MYRF;PRKCG;PCDH8;GPNMB;ENPP2;MOG;ST8SIA2;HAPLN1;EGFR;GFRA1;GRID2;SPOCK1;GJA1;NRGN;ACAN;DMTN;EDIL3;CSMD3;CTHRC1;LMO1;KCNJ4;SCN9A;GJB1;IRX2;SGCD;NPTX1;KNDC1;DMRT2;UGT8;GPC6;CNTN2;SLITRK2;CCK;HAPLN4;APOD;MYT1;MBP;SMOC1
7035,GO:0022610,1.45721823782782e-08,0.999999996763291,27,1163,biological adhesion,BP,LTF;CLDN11;DSG2;CDH19;ICAM5;MAG;EFNB3;BVES;PCDH8;GPNMB;MOG;HAPLN1;EGFR;GRID2;SPOCK1;ABI3BP;ACAN;DMTN;EDIL3;SUSD5;CNTN2;HAPLN4;APOD;HLA-DRB1;MBP;HLA-DRB5;COL28A1
11664,GO:0044459,4.45392996916726e-08,0.999999987095377,39,2392,plasma membrane part,CC,DSG2;CA11;FGFR3;CAMK2A;CDH19;CACNG4;ICAM5;MAG;CAV2;EFNB3;SLC38A1;BVES;SLC30A3;GJB6;PACSIN1;PRKCG;PCDH8;GPNMB;ENPP2;MOG;GPR17;EGFR;GFRA1;GRID2;GJA1;KCNJ6;DMTN;KCNJ4;SCN9A;GJB1;SGCD;RGS6;GPC6;CNTN2;ANKS1B;FPR3;HLA-DRB1;HLA-DRB5;KLRC2
3622,GO:0007155,5.54542008915311e-08,0.99999998713893,26,1156,cell adhesion,BP,CLDN11;DSG2;CDH19;ICAM5;MAG;EFNB3;BVES;PCDH8;GPNMB;MOG;HAPLN1;EGFR;GRID2;SPOCK1;ABI3BP;ACAN;DMTN;EDIL3;SUSD5;CNTN2;HAPLN4;APOD;HLA-DRB1;MBP;HLA-DRB5;COL28A1
