,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,foreground_genes
10970,GO:0043005,5.17680275633349e-13,1,35,1264,neuron projection,CC,USH1C;CAMK1G;SYT13;GABRA1;PTPRN;LZTS1;SYT1;CAMK2A;TPX2;RPH3A;KIF4A;STMN2;NEFM;SLC17A7;DNM1;NEURL1;CRYAB;GABRG2;SLC30A3;CNR1;HPCA;SNAP25;SYT4;CHRM3;SLC4A10;GABRB2;TENM2;NRGN;KCNC2;NPTX1;PCSK1;DDN;SV2B;NMB;GRIN2B
11819,GO:0045202,1.74979266201416e-12,1,34,1258,synapse,CC,USH1C;SYT13;GABRA1;PTPRN;LZTS1;SYT1;CAMK2A;RPH3A;EEF1A2;SLC17A7;NPTX2;DNM1;NEURL1;CRYAB;GABRG2;SLC30A3;CNR1;HPCA;SNAP25;SYT4;CHRM3;SLC4A10;GABRB2;TENM2;NRGN;IGFN1;ADCY1;KCNC2;KCNK9;NPTX1;DDN;SV2B;SLC6A17;GRIN2B
3669,GO:0007268,1.33024580702326e-10,0.999999999982426,23,661,chemical synaptic transmission,BP,CD38;GABRA1;LZTS1;SYT1;CAMK2A;RPH3A;SLC17A7;NPTX2;DNM1;NEURL1;GABRG2;CNR1;VGF;SNAP25;SYT4;CHRM3;SLC4A10;GABRB2;NRGN;ADCY1;NPTX1;SV2B;GRIN2B
17969,GO:0098916,1.33024580702326e-10,0.999999999982426,23,661,anterograde trans-synaptic signaling,BP,CD38;GABRA1;LZTS1;SYT1;CAMK2A;RPH3A;SLC17A7;NPTX2;DNM1;NEURL1;GABRG2;CNR1;VGF;SNAP25;SYT4;CHRM3;SLC4A10;GABRB2;NRGN;ADCY1;NPTX1;SV2B;GRIN2B
18159,GO:0099537,1.7214947221309e-10,0.999999999976975,23,669,trans-synaptic signaling,BP,CD38;GABRA1;LZTS1;SYT1;CAMK2A;RPH3A;SLC17A7;NPTX2;DNM1;NEURL1;GABRG2;CNR1;VGF;SNAP25;SYT4;CHRM3;SLC4A10;GABRB2;NRGN;ADCY1;NPTX1;SV2B;GRIN2B
18158,GO:0099536,2.79352704101243e-10,0.999999999961762,23,688,synaptic signaling,BP,CD38;GABRA1;LZTS1;SYT1;CAMK2A;RPH3A;SLC17A7;NPTX2;DNM1;NEURL1;GABRG2;CNR1;VGF;SNAP25;SYT4;CHRM3;SLC4A10;GABRB2;NRGN;ADCY1;NPTX1;SV2B;GRIN2B
3668,GO:0007267,3.79867183857924e-10,0.999999999930642,34,1587,cell-cell signaling,BP,CD38;SYT13;GABRA1;PTPRN;LZTS1;ASPM;SYT1;CAMK2A;RPH3A;SYTL4;SLC17A7;NPTX2;DNM1;NEURL1;GABRG2;IGFBP2;CNR1;VGF;SNAP25;SYT4;CHRM3;SLC4A10;SFRP2;GABRB2;DAAM2;NRGN;VSNL1;ADCY1;KCNC2;NPTX1;PCSK1;SV2B;NMB;GRIN2B
7162,GO:0030133,4.5449365685754e-10,0.999999999953304,17,381,transport vesicle,CC,SYT13;PTPRN;SYT1;RPH3A;SYTL4;SLC17A7;DNM1;SLC30A3;VGF;SNAP25;SYT4;NRGN;KCNK9;NPTX1;PCSK1;SV2B;SLC6A17
10961,GO:0042995,7.2200046618411e-10,0.999999999828216,40,2092,cell projection,CC,USH1C;CAMK1G;SYT13;GABRA1;PTPRN;LZTS1;SYT1;CAMK2A;TPX2;RPH3A;KIF4A;STMN2;NEFM;SLC17A7;DNM1;NEURL1;CRYAB;GABRG2;SLC30A3;CENPF;CNR1;PRLHR;HPCA;SNAP25;SYT4;CHRM3;SLC4A10;GABRB2;TENM2;NRGN;FABP7;KCNC2;NPTX1;PCSK1;DDN;SV2B;SPRY4;SLC6A17;NMB;GRIN2B
17403,GO:0097060,1.72574842316694e-09,0.999999999787973,17,373,synaptic membrane,CC,GABRA1;LZTS1;SYT1;RPH3A;DNM1;CRYAB;GABRG2;CNR1;SNAP25;CHRM3;GABRB2;TENM2;NRGN;ADCY1;KCNC2;DDN;GRIN2B
17882,GO:0098794,2.27797163505002e-09,0.999999999639823,21,612,postsynapse,CC,GABRA1;LZTS1;CAMK2A;RPH3A;SLC17A7;DNM1;NEURL1;CRYAB;GABRG2;HPCA;SNAP25;CHRM3;SLC4A10;GABRB2;TENM2;NRGN;ADCY1;KCNC2;DDN;SLC6A17;GRIN2B
18434,GO:0120025,2.80107905033095e-09,0.999999999292057,38,1998,plasma membrane bounded cell projection,CC,USH1C;CAMK1G;SYT13;GABRA1;PTPRN;LZTS1;SYT1;CAMK2A;TPX2;RPH3A;KIF4A;STMN2;NEFM;SLC17A7;DNM1;NEURL1;CRYAB;GABRG2;SLC30A3;CENPF;CNR1;PRLHR;HPCA;SNAP25;SYT4;CHRM3;SLC4A10;GABRB2;TENM2;NRGN;KCNC2;NPTX1;PCSK1;DDN;SV2B;SPRY4;NMB;GRIN2B
7123,GO:0030054,3.96284693357486e-09,0.999999998997903,37,1935,cell junction,CC,USH1C;SYT13;GABRA1;PTPRN;LZTS1;SYT1;CAMK2A;RPH3A;EEF1A2;SLC17A7;NPTX2;DNM1;NEURL1;CRYAB;GABRG2;SLC30A3;CNR1;TJP2;HPCA;SNAP25;SYT4;CHRM3;SLC4A10;GABRB2;TENM2;NRGN;IGFN1;FABP7;ADCY1;KCNC2;KCNK9;NPTX1;DDN;SV2B;SPRY4;SLC6A17;GRIN2B
15614,GO:0070382,1.56393642631861e-08,0.999999998579341,12,210,exocytic vesicle,CC,SYT13;SYT1;RPH3A;SYTL4;SLC17A7;DNM1;SLC30A3;SNAP25;SYT4;KCNK9;SV2B;SLC6A17
7349,GO:0030424,1.72979904594674e-08,0.9999999970031,20,612,axon,CC,SYT13;PTPRN;SYT1;TPX2;KIF4A;STMN2;NEFM;SLC17A7;DNM1;CRYAB;GABRG2;CNR1;HPCA;SNAP25;SYT4;CHRM3;SLC4A10;TENM2;NRGN;KCNC2
13363,GO:0050804,6.80192353586897e-08,0.999999989710466,16,430,modulation of chemical synaptic transmission,BP,CD38;LZTS1;SYT1;CAMK2A;NPTX2;DNM1;NEURL1;CNR1;VGF;SNAP25;SYT4;SLC4A10;NRGN;ADCY1;NPTX1;GRIN2B
