,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,foreground_genes
3715,GO:0007399,8.68970618804005e-11,1,41,2236,nervous system development,BP,GAS7;CLDN11;BCAS1;MAOB;CAMK2A;DCX;SYNJ2;LRP2;DLL3;CPNE6;SLC17A7;MAG;EPHB6;PADI2;RGS4;SPP1;GDA;PACSIN1;MYRF;HAPLN2;MOG;SNCA;SLC39A12;NKX6-2;NRGN;S100A1;SERPINI1;HHIP;KLK6;MOBP;GJB1;EMX2;NINJ2;MAL;BOK;S1PR5;CNTN2;CCK;OPALIN;MBP;LPAR1
3726,GO:0007417,9.42811922541826e-09,0.999999998140276,24,965,central nervous system development,BP,MAOB;DCX;SYNJ2;LRP2;SLC17A7;MAG;EPHB6;PADI2;RGS4;MYRF;HAPLN2;MOG;NKX6-2;NRGN;S100A1;SERPINI1;KLK6;EMX2;MAL;BOK;CNTN2;OPALIN;MBP;LPAR1
3673,GO:0007272,1.7156933807961e-08,0.999999998854531,10,134,ensheathment of neurons,BP,CLDN11;BCAS1;MAG;MYRF;NKX6-2;KLK6;MAL;CNTN2;MBP;LPAR1
4020,GO:0008366,1.7156933807961e-08,0.999999998854531,10,134,axon ensheathment,BP,CLDN11;BCAS1;MAG;MYRF;NKX6-2;KLK6;MAL;CNTN2;MBP;LPAR1
10754,GO:0042552,2.01532470172555e-07,0.999999985129673,9,132,myelination,BP,BCAS1;MAG;MYRF;NKX6-2;KLK6;MAL;CNTN2;MBP;LPAR1
13088,GO:0048731,2.50904957959106e-07,0.999999914968592,52,4260,system development,BP,GAS7;CLDN11;BCAS1;MAOB;CAMK2A;DCX;SYNJ2;LRP2;DLL3;TF;CPNE6;SLC17A7;MAG;EPHB6;RARRES2;FGF1;PADI2;RGS4;SPP1;GDA;PACSIN1;MYRF;HAPLN2;CHI3L1;PDGFRA;TESPA1;ENPP2;MOG;SNCA;CXCL14;SLC39A12;NKX6-2;NRGN;TPPP3;S100A1;SERPINI1;HHIP;GREM1;KLK6;MOBP;GJB1;EMX2;NINJ2;MAL;BOK;S1PR5;CNTN2;CCK;OPALIN;MBP;LPAR1;RYR2
13142,GO:0048856,1.15823821547583e-06,0.999999579354718,57,5145,anatomical structure development,BP,GAS7;CLDN11;BCAS1;MAOB;CAMK2A;DCX;SYNJ2;LRP2;DLL3;TF;CPNE6;SLC17A7;MAG;EPHB6;RARRES2;FGF1;PADI2;RGS4;SPP1;GDA;NECAB1;PACSIN1;MYRF;HAPLN2;CHI3L1;PDGFRA;TESPA1;ERMN;ENPP2;MOG;SNCA;CXCL14;DOCK5;SLC39A12;NKX6-2;NRGN;CSRP1;CBR1;TPPP3;S100A1;SERPINI1;HHIP;GREM1;KLK6;MOBP;GJB1;EMX2;NINJ2;MAL;BOK;S1PR5;CNTN2;CCK;OPALIN;MBP;LPAR1;RYR2
3675,GO:0007275,3.41632393415103e-06,0.99999870832485,53,4743,multicellular organism development,BP,GAS7;CLDN11;BCAS1;MAOB;CAMK2A;DCX;SYNJ2;LRP2;DLL3;TF;CPNE6;SLC17A7;MAG;EPHB6;RARRES2;FGF1;PADI2;RGS4;SPP1;GDA;NECAB1;PACSIN1;MYRF;HAPLN2;CHI3L1;PDGFRA;TESPA1;ENPP2;MOG;SNCA;CXCL14;SLC39A12;NKX6-2;NRGN;TPPP3;S100A1;SERPINI1;HHIP;GREM1;KLK6;MOBP;GJB1;EMX2;NINJ2;MAL;BOK;S1PR5;CNTN2;CCK;OPALIN;MBP;LPAR1;RYR2
13079,GO:0048709,3.86966662727942e-06,0.999999727344351,7,100,oligodendrocyte differentiation,BP,MAG;MYRF;NKX6-2;BOK;CNTN2;OPALIN;LPAR1
5087,GO:0014003,9.1749472378225e-06,0.999999632264129,5,44,oligodendrocyte development,BP,MAG;MYRF;NKX6-2;CNTN2;LPAR1
